,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
54839,2,7,2,2,2,2,2,2,7,233,1,1,3,99,999,9,9,9,5,3,0,0,6,3,1101,121,13,999,4,4,82,True
54840,1,7,4,2,2,2,2,2,2,265,1,2,3,99,999,9,9,9,5,6,1,1,3,3,1101,121,13,999,3,4,46,True
54841,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,8,1,1,1,9,8300,121,13,999,4,4,30,True
54842,1,7,1,2,2,2,2,2,7,524,1,2,3,99,999,9,9,9,5,3,0,0,6,2,1101,121,13,999,4,4,75,True
54845,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,4,0,0,6,2,1201,121,13,999,4,4,72,True
54846,1,7,1,2,2,2,2,2,1,515,1,2,2,99,999,9,9,9,5,2,0,0,6,2,1101,121,13,999,4,4,65,True
54847,2,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,5,5,1,0,3,2,1201,121,13,999,4,4,30,True
54848,2,3,4,2,2,2,2,2,1,522,4,2,3,99,999,9,9,9,5,6,3,1,2,3,1101,121,13,999,4,4,38,True
54849,1,8,1,2,2,2,2,1,7,235,1,1,3,99,999,9,9,9,5,4,0,0,6,2,1101,121,13,999,4,4,79,True
54850,2,7,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,5,3,1,0,5,3,1101,121,13,999,4,4,56,True
54851,1,7,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,5,4,0,0,5,4,1101,121,13,999,4,4,39,True
54853,2,6,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,6,2,1,6,4,1599,121,13,999,4,4,44,True
54854,2,3,1,2,2,2,2,2,2,941,1,2,3,99,999,9,9,9,2,3,2,2,6,3,9600,121,13,999,4,4,36,True
54855,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,4,2,2,2,9,8300,121,13,999,4,4,33,True
54856,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,3,1,0,5,3,1101,121,13,999,4,4,55,True
54858,1,4,1,2,2,2,2,2,1,832,4,2,3,99,999,9,9,9,3,5,2,1,2,2,1101,121,13,999,4,4,50,True
54859,1,3,4,2,2,2,2,2,2,731,4,2,2,99,999,9,9,9,3,4,2,1,1,9,8300,121,13,999,4,4,32,True
54860,2,3,1,2,2,2,2,2,2,512,4,2,3,99,999,9,9,9,4,5,3,1,3,3,1101,121,13,999,4,4,63,True
54861,1,4,4,2,2,2,2,2,2,524,4,2,3,99,999,9,9,9,4,3,1,1,2,3,1101,121,13,999,4,4,61,True
54862,1,4,4,2,2,2,2,2,1,731,4,2,2,99,999,9,9,9,2,8,6,2,3,3,1101,121,13,999,2,4,49,True
54863,2,1,1,2,2,2,2,2,2,524,4,2,3,99,999,9,9,9,3,4,2,2,6,4,1200,121,13,999,4,4,48,True
54864,2,1,1,2,2,2,2,2,2,524,4,2,3,99,999,9,9,9,1,3,0,0,2,2,1101,121,13,999,2,4,75,True
54865,2,5,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,3,2,1,3,2,1101,121,13,999,4,4,44,True
54866,1,5,4,2,2,2,2,2,2,721,2,2,2,99,999,9,9,9,3,8,3,2,3,2,1101,121,13,999,4,4,33,True
54867,1,3,1,2,2,1,2,2,1,832,4,2,3,99,999,9,9,9,3,6,4,2,3,2,1200,121,13,999,1,4,44,True
54868,1,1,1,2,2,2,2,2,2,931,2,2,2,99,999,9,9,9,1,6,2,2,2,2,1101,121,13,999,4,4,76,True
54869,1,4,1,2,2,2,2,2,1,723,4,2,3,99,999,9,9,9,2,6,3,2,6,4,1200,121,13,999,4,4,40,True
54870,1,4,2,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,1,0,0,3,2,1101,121,13,999,1,4,87,True
54871,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,2,2,3,2,1101,121,13,999,4,4,37,True
54872,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,4,2,2,3,2,1101,121,13,999,4,4,33,True
54873,1,4,4,2,2,2,2,2,2,962,2,2,3,99,999,9,9,9,3,4,0,0,3,2,1101,121,13,999,4,4,24,False
54874,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,3,0,0,5,3,1101,121,13,999,4,4,49,False
54875,1,2,4,2,2,2,2,2,3,931,2,2,2,99,999,9,9,9,2,5,1,1,6,3,1101,121,13,999,4,4,64,True
54876,1,4,1,2,2,2,2,2,1,541,1,2,3,99,999,9,9,9,3,5,1,1,6,3,1201,121,13,999,4,4,37,True
54877,2,2,1,2,2,2,2,2,1,911,2,2,3,99,999,9,9,9,1,4,0,0,6,3,1101,121,13,999,4,4,64,True
54879,2,4,1,2,2,2,2,2,1,522,4,2,3,99,999,9,9,9,4,3,0,0,6,4,1101,121,13,999,4,4,56,True
54880,1,5,1,2,2,2,2,2,5,931,2,2,2,99,999,9,9,9,2,5,1,1,6,4,1200,121,13,999,4,4,44,True
54881,1,6,4,2,2,2,2,2,3,524,4,2,3,99,999,9,9,9,3,5,1,1,1,2,1101,121,13,999,1,4,31,True
54882,1,1,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,6,1,1,1,8,1101,121,13,999,4,4,71,True
54883,1,7,4,2,2,2,2,2,1,242,1,2,1,99,999,9,9,9,5,6,1,1,4,4,1101,121,13,999,4,4,32,True
54884,1,4,1,2,2,2,2,2,2,512,4,2,3,99,999,9,9,9,4,5,1,1,6,4,1101,121,13,999,2,4,53,True
54885,1,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,4,3,99,0,5,2,1101,121,13,999,4,4,26,False
54886,2,7,1,1,2,2,2,2,1,232,4,2,3,99,999,9,9,9,5,5,0,0,6,3,1101,121,13,999,4,4,43,True
54887,1,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,6,1,1,6,4,1101,121,13,999,4,4,67,True
54888,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,3,1,1,6,4,1101,121,13,999,4,4,39,True
54889,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,0,0,2,3,1101,121,13,999,3,4,54,True
54890,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,5,3,2,6,4,1200,121,13,999,4,4,31,True
54892,1,5,1,2,2,2,2,2,5,931,2,2,2,99,999,9,9,9,4,6,1,0,2,2,1200,121,13,999,4,4,59,True
54893,2,1,1,1,1,2,2,2,8,999,9,9,9,99,999,9,9,9,4,7,2,1,1,3,1200,121,13,999,4,4,47,True
54894,1,5,1,2,2,2,2,2,7,431,1,2,3,99,999,9,9,9,4,4,0,0,1,9,8300,121,13,999,1,4,75,True
54895,1,8,1,2,2,2,2,2,1,132,4,2,1,99,999,9,9,9,4,3,0,0,2,2,1101,121,13,999,3,4,37,True
54896,2,4,4,2,2,2,2,2,2,512,4,2,3,99,999,9,9,9,3,2,0,0,2,2,1101,121,13,999,4,4,54,True
54898,2,6,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,5,2,1,3,2,1101,121,13,999,4,4,38,True
54899,1,4,4,1,2,2,2,2,1,961,2,2,1,99,999,9,9,9,2,5,2,1,2,9,8300,121,13,999,4,4,30,False
54900,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,4,2,0,5,2,1101,121,13,999,4,4,47,True
54901,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,5,2,1,1,9,8300,121,13,999,4,4,50,True
54902,2,2,4,2,2,2,2,2,4,941,2,2,3,99,999,9,9,9,3,3,1,1,2,9,8300,121,13,999,4,4,28,False
54903,1,5,1,2,2,2,2,2,1,723,2,2,2,99,999,9,9,9,4,3,1,1,1,1,1101,121,13,999,4,4,51,True
54904,1,3,4,2,2,2,2,2,1,921,3,2,1,99,999,9,9,9,2,5,3,1,6,3,1200,121,13,999,4,4,34,True
54905,2,3,1,2,1,2,2,2,8,999,9,9,9,99,999,9,9,9,5,3,1,0,6,4,1201,121,13,999,4,4,61,True
54907,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,5,2,0,5,2,1101,121,13,999,4,4,49,True
54908,1,5,1,2,1,2,2,2,7,723,2,2,2,99,999,9,9,9,4,3,1,0,5,3,1200,121,13,999,4,4,65,True
54909,1,3,1,1,2,2,2,2,1,921,3,2,1,99,999,9,9,9,1,3,1,0,6,3,1200,121,13,999,4,1,65,True
54911,1,4,1,2,2,2,2,2,1,721,2,2,2,99,999,9,9,9,2,3,1,1,2,9,8300,121,13,999,4,1,37,True
54913,2,4,1,2,1,2,2,2,8,999,9,9,9,99,999,9,9,9,2,5,3,1,6,3,1200,121,13,999,4,1,58,True
54914,1,1,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,3,1,1,3,2,1101,121,13,999,999,1,43,True
54915,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,3,1,1,4,2,1101,121,13,999,3,1,35,True
54916,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,1,0,4,2,1101,121,13,999,999,1,72,True
54917,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,3,1,0,4,2,1101,121,13,999,999,1,35,True
54918,1,1,4,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,2,0,0,3,2,1101,121,13,999,1,1,60,True
54919,2,96,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,2,0,0,3,3,1101,121,13,999,1,1,87,False
54920,2,2,1,2,2,2,2,2,4,921,3,2,1,99,999,9,9,9,1,5,3,0,3,2,1101,121,13,999,1,1,35,True
54921,2,1,1,2,2,2,2,2,4,612,3,2,1,99,999,9,9,9,1,4,2,1,1,2,1101,121,13,999,4,1,37,True
54922,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,4,2,1,2,2,1101,121,13,999,4,1,51,True
54924,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,2,0,3,2,1101,121,13,999,999,1,41,True
54925,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,1,1,3,2,1101,121,13,999,4,1,50,True
54926,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,2,1,6,3,1101,121,13,999,4,1,34,True
54927,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,4,0,0,3,3,1101,121,13,999,4,1,54,True
54928,1,5,1,2,2,2,2,2,2,611,3,2,1,99,999,9,9,9,1,12,7,3,2,2,1101,121,13,999,4,1,35,True
54929,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,1,0,6,2,1101,121,13,999,999,1,58,True
54930,1,1,1,2,2,2,2,2,3,611,3,2,1,99,999,9,9,9,1,2,0,0,6,2,1101,121,13,999,3,1,89,True
54931,1,2,4,2,2,2,2,2,2,611,3,2,1,99,999,9,9,9,1,3,0,0,6,3,1200,121,13,999,999,1,46,False
54932,2,96,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,1,0,6,3,1101,121,13,999,3,1,35,True
54934,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,4,0,0,4,3,1101,121,14,999,4,4,50,True
54935,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,5,0,0,5,3,1101,121,14,999,4,4,36,True
54936,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,6,0,0,5,3,1101,121,14,999,3,4,30,True
54937,1,4,1,2,2,2,2,2,1,833,4,2,3,99,999,9,9,9,3,5,1,1,4,2,1101,121,14,999,4,4,44,True
54938,1,4,4,2,2,2,2,2,1,832,4,2,3,99,999,9,9,9,3,4,3,1,4,3,1101,121,14,999,3,4,52,True
54939,2,4,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,3,0,0,5,1,1101,121,14,999,4,4,42,True
54940,1,5,1,2,2,2,2,2,7,997,2,1,3,99,999,9,9,9,5,7,1,1,1,9,8300,121,14,999,4,4,84,True
54941,1,7,4,2,2,2,2,2,2,242,1,2,3,99,999,9,9,9,5,4,0,0,1,9,8300,121,14,999,4,4,40,True
54942,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,5,0,0,1,1,1101,121,14,999,4,4,55,True
54943,1,5,4,2,2,2,2,2,1,522,4,2,3,99,999,9,9,9,4,3,1,1,1,1,1101,121,14,999,4,4,35,True
54944,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,3,1,1,5,3,1101,121,14,999,3,4,31,True
54945,1,3,1,2,2,2,2,2,2,512,4,2,3,99,999,9,9,9,2,5,1,1,6,3,1101,121,14,999,4,4,53,True
54946,1,2,1,2,2,2,2,2,1,833,2,2,3,99,999,9,9,9,2,4,2,0,3,3,1101,121,14,999,3,4,49,True
54947,1,4,1,2,2,2,2,2,1,833,2,2,3,99,999,9,9,9,3,6,1,1,4,4,1599,121,14,999,4,4,33,True
54948,2,4,1,2,2,2,2,2,3,753,2,2,3,99,999,9,9,9,2,4,0,0,5,2,1101,121,14,999,4,4,51,True
54949,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,2,1,1,1,1101,121,14,999,4,4,30,False
54950,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,2,0,0,1,1,1101,121,14,999,4,4,40,True
54951,1,3,4,2,2,2,2,2,1,997,4,7,7,99,999,9,9,9,1,1,0,0,1,1,1101,121,14,999,4,4,54,True
54952,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,0,0,1,9,8300,121,14,999,4,4,62,True
54953,1,3,1,2,2,2,2,2,1,997,4,7,7,99,999,9,9,9,1,4,1,1,1,1,1101,121,14,999,999,4,33,True
54954,2,1,3,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,3,0,0,4,2,1101,121,14,999,4,4,72,True
54955,1,5,4,2,2,2,2,2,2,723,4,2,3,99,999,9,9,9,4,1,0,0,1,2,1101,121,14,999,3,4,42,True
54956,2,8,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,3,1,1,4,2,1101,121,14,999,4,4,30,True
54957,1,4,1,2,2,2,2,2,4,541,4,2,3,99,999,9,9,9,4,4,1,1,6,2,1101,121,14,999,4,4,31,True
54958,1,4,1,2,2,2,2,2,7,732,1,2,3,99,999,9,9,9,3,2,0,0,6,4,1200,121,14,999,4,4,69,True
54959,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,5,2,1,6,3,1101,121,14,999,1,4,36,True
54960,1,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,2,4,2,2,1,9,8300,121,14,999,3,4,27,True
54961,1,2,1,2,2,2,2,2,2,731,4,2,3,99,999,9,9,9,1,4,2,0,6,2,1101,121,14,999,1,4,50,True
54962,2,3,4,2,2,2,2,2,2,522,4,2,3,99,999,9,9,9,2,5,1,1,6,4,1200,121,14,999,999,4,59,True
54963,1,3,1,2,2,2,2,2,1,833,4,2,3,99,999,9,9,9,2,5,3,0,1,2,1200,121,14,999,4,4,44,True
54965,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,7,3,1,6,3,1101,121,14,999,2,4,42,True
54966,2,2,3,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,2,0,0,6,3,1200,121,14,999,4,4,69,True
54968,1,4,4,2,2,2,2,2,2,741,4,2,3,99,999,9,9,9,2,1,0,0,6,4,1200,121,14,999,4,4,60,True
54969,2,3,3,2,2,2,2,2,3,911,2,2,3,99,999,9,9,9,2,5,3,0,1,9,8300,121,14,999,4,4,57,True
54970,1,1,2,2,2,2,2,2,7,921,3,2,1,99,999,9,9,9,3,1,0,0,2,3,1101,121,14,999,4,4,80,True
54971,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,6,3,3,4,3,1101,121,14,999,4,4,46,True
54974,1,3,1,2,2,2,2,2,2,921,3,2,1,99,999,9,9,9,2,2,0,0,4,3,1101,121,14,999,4,4,50,True
54975,2,3,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,2,3,0,0,5,3,1101,121,14,999,4,4,55,True
54976,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,6,1,0,6,4,1101,121,14,999,1,4,46,True
54977,2,5,4,2,2,2,2,2,2,331,1,2,1,99,999,9,9,9,4,3,0,0,6,3,1101,121,14,999,4,4,34,True
54978,1,4,4,2,2,2,2,2,2,931,4,2,2,99,999,9,9,9,3,4,0,0,6,4,1101,121,14,999,4,4,33,True
54979,1,7,4,2,2,2,2,2,2,411,1,1,3,99,999,9,9,9,4,2,0,0,1,9,8300,121,14,999,2,4,33,True
54980,1,7,1,2,2,2,2,2,2,212,1,1,3,99,999,9,9,9,5,4,2,2,1,9,8300,121,14,999,3,4,36,True
54981,2,5,4,2,2,2,2,2,2,524,1,2,3,99,999,9,9,9,4,3,0,0,6,3,1101,121,14,999,4,4,36,True
54982,1,4,1,2,2,2,2,2,1,541,1,2,3,99,999,9,9,9,3,3,0,0,4,3,1101,121,14,999,2,4,66,True
54983,2,5,4,2,2,2,2,2,7,351,1,2,3,99,999,9,9,9,4,1,0,0,3,4,1101,121,14,999,4,4,74,True
54984,2,2,1,2,2,2,2,2,3,524,4,2,3,99,999,9,9,9,2,5,3,1,6,4,1200,121,14,999,1,4,52,True
54986,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,4,2,1,2,2,1101,121,14,999,4,4,37,True
54987,1,7,1,2,2,2,2,2,1,213,1,2,1,99,999,9,9,9,5,4,2,1,4,3,1101,121,14,999,4,4,43,True
54989,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,5,1,1,5,3,1200,121,14,999,4,4,79,True
54990,1,4,1,2,2,2,2,2,1,622,3,2,1,99,999,9,9,9,2,3,0,0,2,1,1101,121,14,999,4,4,35,True
54991,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,5,1,1,6,4,1200,121,14,999,4,4,40,True
54992,2,5,1,2,2,2,2,2,1,321,1,2,3,99,999,9,9,9,5,5,1,1,6,4,1101,121,14,999,4,4,34,True
54993,1,4,1,2,2,2,2,2,1,711,4,2,2,99,999,9,9,9,4,11,3,3,3,2,1101,121,14,999,4,4,66,True
54994,1,5,4,2,2,2,2,2,3,512,2,2,3,99,999,9,9,9,2,8,0,0,2,2,1101,121,14,999,4,1,29,True
54995,2,1,2,2,2,2,2,2,3,832,4,2,3,99,999,9,9,9,1,12,1,1,4,4,1200,121,14,999,4,1,69,False
54996,1,3,1,2,2,2,2,2,3,921,3,2,1,99,999,9,9,9,1,3,0,0,5,3,1101,121,14,999,4,1,42,True
54997,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,2,2,6,4,1200,121,14,999,999,1,49,True
54998,1,1,1,2,2,2,2,2,9,999,9,9,9,99,999,9,9,9,1,2,0,0,6,4,1101,121,14,999,4,1,92,True
54999,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,2,0,0,4,9,8300,121,14,999,4,1,41,True
55000,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,3,0,0,6,1,1200,121,14,999,4,1,60,True
55002,1,4,4,2,2,2,2,2,2,541,2,2,3,99,999,9,9,9,1,1,0,0,1,9,8300,121,14,999,4,1,44,True
55003,1,4,1,2,2,2,2,2,1,832,4,2,3,99,999,9,9,9,1,5,2,2,2,9,8300,121,14,999,4,1,68,True
55004,2,96,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,1,1,5,3,9998,121,14,999,2,1,60,True
55006,1,2,1,2,2,2,2,2,3,611,3,2,1,99,999,9,9,9,1,2,0,0,6,4,1200,121,14,999,2,1,76,True
55007,1,2,1,2,2,2,2,2,2,611,3,2,1,99,999,9,9,9,1,5,3,0,5,2,1101,121,14,999,4,1,50,True
55008,2,2,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,0,0,2,3,1101,121,14,999,4,1,35,True
55009,2,2,2,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,4,1,0,5,2,1101,121,16,999,4,4,84,True
55010,1,7,1,2,2,2,2,1,1,243,4,2,2,99,999,9,9,9,5,3,1,1,3,9,8300,121,16,999,4,4,48,False
55011,2,4,4,2,2,2,2,2,1,523,1,2,3,99,999,9,9,9,2,10,4,4,2,2,1101,121,16,999,1,4,28,False
55012,1,7,2,2,2,2,2,2,7,231,1,1,3,99,999,9,9,9,5,3,0,0,6,2,1101,121,16,999,3,4,85,True
55013,2,6,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,7,2,2,5,2,1101,121,16,999,4,4,48,False
55014,1,5,4,2,2,2,2,2,1,732,4,2,3,99,999,9,9,9,4,5,0,0,3,2,1101,121,16,999,1,4,36,True
55017,1,4,1,1,1,2,2,2,1,815,2,1,3,99,999,9,9,9,5,5,0,0,1,9,8300,121,16,999,1,4,70,True
55018,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,4,0,0,6,4,1101,121,16,999,1,4,74,True
55019,2,4,1,2,2,2,2,2,1,512,4,2,3,99,999,9,9,9,3,4,2,2,2,3,1101,121,16,999,1,4,48,True
55020,2,5,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,5,1,1,6,2,1200,121,16,999,1,4,65,True
55021,1,4,3,2,1,2,2,2,2,723,4,2,3,99,999,9,9,9,4,11,5,5,1,9,8300,121,16,999,996,4,63,True
55022,1,4,1,2,2,2,2,2,2,952,4,2,3,99,999,9,9,9,2,8,4,4,2,2,1200,121,16,999,1,4,44,True
55024,2,3,1,2,2,2,2,2,3,512,4,2,3,99,999,9,9,9,2,5,1,0,4,2,1101,121,16,999,1,4,52,True
55025,1,3,9,7,7,7,7,7,1,815,4,2,3,99,999,9,9,9,2,4,99,0,1,9,8300,998,16,999,999,4,56,True
55027,1,6,4,2,2,2,2,2,3,341,1,2,3,99,999,9,9,9,5,4,1,0,4,3,1200,121,16,999,1,4,27,True
55028,1,3,4,2,2,2,2,2,5,996,2,2,3,99,999,9,9,9,2,1,0,0,2,2,1101,121,16,999,1,4,43,True
55029,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,12,4,2,2,3,1200,121,16,999,4,4,27,False
55030,1,1,2,2,2,2,2,2,3,962,4,2,3,99,999,9,9,9,1,1,0,0,6,3,1101,121,16,999,999,4,79,True
55031,1,4,1,2,2,2,1,2,3,524,4,2,3,99,999,9,9,9,2,5,2,0,6,2,1101,121,16,999,4,4,46,True
55032,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,2,0,0,6,4,1101,121,16,999,4,4,65,True
55033,2,4,1,2,2,2,2,2,1,911,2,2,4,99,999,9,9,9,1,3,1,0,4,2,1101,121,16,999,4,4,48,True
55034,1,4,1,2,2,2,2,2,7,31,1,1,3,99,999,9,9,9,4,7,2,0,6,3,1101,121,16,999,4,4,68,True
55035,2,3,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,6,3,3,3,2,1101,121,16,999,4,4,30,False
55036,1,2,4,2,2,1,2,2,3,833,4,2,3,99,999,9,9,9,1,3,1,1,3,2,9600,121,16,999,4,4,44,True
55038,2,5,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,5,1,1,6,3,1101,121,16,999,4,4,73,True
55039,1,4,1,2,2,2,2,2,2,833,2,2,3,99,999,9,9,9,2,7,4,4,3,3,1101,121,16,999,4,4,42,True
55040,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,9,6,6,6,2,1200,121,16,999,1,4,45,True
55041,1,1,1,2,2,2,2,2,3,711,4,2,2,99,999,9,9,9,1,4,1,1,2,2,1101,121,16,999,4,4,52,True
55042,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,1,1,3,9,8300,121,16,999,4,4,54,True
55043,2,7,4,2,2,2,2,2,2,214,1,1,3,99,999,9,9,9,4,4,1,1,3,3,1101,121,16,999,999,4,28,True
55044,1,2,4,2,2,2,2,2,4,921,3,2,1,99,999,9,9,9,1,2,0,0,2,2,1101,121,16,999,4,1,53,True
55045,2,2,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,1,9,6,2,1,2,1101,121,16,999,4,1,51,True
55046,1,3,1,2,2,2,2,2,1,931,2,2,2,99,999,9,9,9,1,5,3,1,6,4,1101,121,16,999,4,1,44,True
55047,2,1,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,1,6,3,1,2,2,1200,121,16,999,2,1,36,True
55049,1,1,1,2,1,2,2,2,1,921,3,2,1,99,999,9,9,9,1,5,2,1,2,3,1101,121,16,999,1,1,63,True
55050,2,1,4,1,2,2,2,2,1,524,4,2,3,99,999,9,9,9,2,4,2,0,1,9,8300,121,16,999,4,1,56,True
55051,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,2,1,2,2,1201,121,16,999,1,1,34,True
55053,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,3,1,6,3,1200,121,16,999,4,1,44,True
55054,1,2,1,2,2,2,2,2,1,921,3,2,1,99,999,9,9,9,1,3,0,0,6,4,1101,121,16,999,1,1,67,True
55055,1,5,1,2,2,2,2,2,3,541,2,2,3,99,999,9,9,9,2,11,6,2,2,3,1101,121,16,999,4,1,37,False
55056,2,1,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,6,4,0,2,4,1200,121,16,999,4,1,38,True
55058,2,4,1,2,2,2,2,2,10,999,9,9,9,99,999,9,9,9,2,3,1,0,5,2,1101,121,16,999,3,1,52,True
55059,2,3,4,2,2,2,2,2,1,911,2,2,3,99,999,9,9,9,2,4,2,0,3,3,1101,121,20,999,4,4,28,True
55060,1,5,4,2,2,2,2,2,1,422,1,2,3,99,999,9,9,9,3,4,0,0,1,9,8300,121,20,999,4,4,32,True
55061,2,4,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,5,3,2,4,3,1101,121,20,999,4,4,46,True
55062,2,1,4,2,2,1,2,2,8,999,9,9,9,99,999,9,9,9,2,5,1,0,4,2,1101,121,20,999,4,4,65,True
55063,1,3,3,2,2,2,2,2,1,931,2,2,2,99,999,9,9,9,2,6,2,2,4,3,1101,121,20,999,4,4,58,True
55064,1,4,4,2,2,2,2,2,7,432,2,1,3,99,999,9,9,9,2,4,1,1,6,4,1101,121,20,999,4,4,70,True
55065,2,7,1,2,2,2,2,1,1,235,1,2,3,99,999,9,9,9,5,9,2,2,6,4,1101,121,20,999,4,4,45,True
55066,1,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,3,5,1,1,6,2,1101,121,20,999,4,4,30,True
55067,2,6,1,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,3,7,1,1,1,2,1101,121,20,999,3,4,30,False
55068,2,4,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,7,2,2,6,4,1101,121,20,999,4,4,58,True
55069,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,7,3,1,6,4,1101,121,20,999,4,4,65,True
55070,2,5,1,2,2,2,2,2,1,531,1,2,3,99,999,9,9,9,3,3,1,1,6,4,1200,121,20,999,1,4,36,True
